id,comment,rating
77446,Ótimo. Muito prático,5
50347,Muito bom. adorei,5
54215,Tablete sansung 4 não trava. Incrível xouuuuuuuuuuuuuu de bola fiiiiiiii,5
61274,e otimo,5
66627,Aline. Demora para abaixar so que é bom,4
58950,Muito bom,5
63543,Honestamente :. Até que melhorou um pouco mais.,4
66064,Muito bom. Gostei muito,5
53937,Excelente aplicativo. Adorei,5
64733,Midia. Instala que é fd d+,5
60002,Whatshap. Adorei,5
66081,Lixo puro so baixa para assessar o face,1
77330,T u d o.tudo d bom,5
70422,Muito bom. Aplicativo necessário para o dia a dia. Cumpre o que promete. Recomendo.,5
61578,É muito legau. Ameiiiiii;.,5
80333,Rede. Nao esta dando pra abri minha conta ta orivel.,1
51314,Hummm. Legal ??,4
57636,É Bom :). Mas devia ter chat :s,3
51932,Amo. Ë bomm podem baixar,5
78788,Odiei esse APP. Nao consigo acessar minha conta,1
62608,Nao consigo baixar eu ti ha mais disatualozousozinho,1
61267,Muito bom gostei. dez,5
70338,Indisponível praticamente todos os dias.. Só é bom quando funciona. Mas quase nunca funciona.,1
54297,Gostei. Bom,4
55630,Adorei e ótimo. Esse APP e o melhor que eu baixei,5
69431,Lixo. Lixo,1
56432,Galaxy S5. Amo! @deboraprigol,5
55847,Muito booom,5
60236,Ótimo. Muito bom mais no meu cel não quer atualizar ??,5
57903,Gostei; a nao ser o fato de todos agora quererem so ser divulgado o app é ótimo,4
76596,Muito bom,5
69981,Muito bom mais não ta mais abrindo.. Vamos melhorar um pouco.,5
56357,Otimo. Legal os filtros,5
78098,Não funciona para tablet,1
79493,Muito bom,5
71156,APP bom porém;.. Esse APP e tao seguro que nem os. Próprios usuário podem acessar. Já cansei de tentar já,3
71598,Otimoo,5
79984,Muito bomm ;!!! Sansung winduo funciona muito bem ; Recomendo !!!,5
51822,Ameiiiii. E acoselio q se acaume e espere tem alguns q só abre com wfi,5
68338,Adorei este aplicativo. Oi aplicativo facil de instalar,5
70548,Com defeíto,1
56574,Amoo. APP maravilhoso ; bom demais,5
76774,Show de bola! Adianta muitas coisas. As vezes nem preciso ir no banco; faço quase tudo pelo celular,5
62934,Adorei. Atualização ta muito linda adorei,5
64274,gostei muito de estar a usar o messenger. É excelente usar o messenger por que as minhas conversas sao mais rápidas,5
63889,Um bosta,1
58871,Sandra. Tudo de bom amei,5
55193,Foda. App muito bom à alguns bugs mas está ótimo,5
56197,adorei. è muito bom a camera dele è de otima qualidade edita as fotos alí na hora super recomendo ?,5
63631,merda. uma bosta esse caralho de messeger uma merda muito chato esse messeger,1
64523,Muito ruim. e uma carniça,1
60925,Adorei. E otimo ^^,5
55750,Bom. Legal,4
78216,Ficou uma porcaria. Já faz um tempo que naum consigo acessar; aparece página offline,1
66785,#Superamo. E muito bom,5
66110,Travar de mais,2
57254,Amei. É muito legal,5
62836,bom. kk,4
56051,Amei??. Para quem gosta de tira fts;esse aplicativo e ideal.,5
71433,Bom. Bom,4
62694,Adorei. E muito bom de mas,5
67322,Ótimo,5
69432,Está um lixo. Depois da última atualização; sempre acusa ' erro na obtenção de parâmetros'.,1
78808,Melhor banco que existe!. Melhor banco que existe. Simples rápido é Bradesco.,5
53661,Boom. Naum éh um dos apps melhores néh? Mas fzr oq!,4
58142,Da hr. Mt bom vey ????,5
78870,Amei. Bem prático e rápido,5
72190,Não consigo acessar!!!!. Assim que comecei a usar o aplicativo; ele funcionava plenamente. Agora não consigo mais usar. Pede pra instalar a versão mais atual. Já desinstalei umas cinco vezes; porém continua sem funcionar.,1
59467,Zap zap. Supimpa,4
52306,Legal?. Rápido e fácil de mexer ?,4
55203,Adorei..,5
69607,bom de mais;,5
58138,Ótimo aplicativo,5
77254,Bom. Atualizei e não deu erro na chave de segurança; achei que teria que voltar a agência para atualizar a chave também!!,4
79898,Básico. Extremamente básico.,3
55636,Mt booom *___*,5
62884,Mto toop. Cada atualização fica ótimo soq no meu celu trava quando entro no whats ii ocupa mto espaço,5
60896,Funcional,3
62341,Ame o zap,5
79148,Bom mto bom.. Gostei mto deu pra ver meu saldo direitinho. . Ameii??,5
52512,Em minha opinião. Gostei do app; mas demora a carregar e msm com conexão os comentários falham; eh ótimo para postar fotos e vídeos,3
78773,Bom. Facilita muito',4
70351,Muito bom. Adorei,5
54867,Bom. Corta as fotos,4
59805,Bom. Bom bom,4
76780,O aplicativo alega esta desatualizado e pede para atualizar ; porem não há outra versão disponível !. Parou de funcionar do nada ! E não acesso mais a minha conta. Desinstalando;,1
62131,Amazing ??,5
66691,adorei muinto bom. podem baixar vale apena baixar,5
77599,não funciona e da erro na chave de segurança,1
69568,Não funciona!,1
80398,Brincadeira. Uma porcaria esse aplicativo pesado e nem sempre acessa,1
77168,Pessimo. .,1
62825,Muito bom. Recomendo,5
71972,não funciona nada,1
53402,Muito bom,5
58581,Instagram. App muito bom ?????,5
67487,Nao gostei muito. Odiei,1
67189,Chat em texto; vídeos e voz.. Boa qualidade nas ligações de voz e vídeo.,4
60698,Lixo..!!!!!! Essa versão nova.!! Não caiam na besteira de atualizar.,1
56352,Muito bom e rápido.,5
63591,Adorei. Eu re comendo,5
78700,Massa esse celula de vc que sao bomba????,4
62945,Bom. Érh bom ;mas a NET ta lixosa pra krl.,4
72057,Não funciona. Desisto; não funciona,1
55099,Muito bom. Amei baixem!!!??vcs vão adorar eu recomendo!!!; #amei,5
62551,Essencial,5
58247,Minha vida.. ???????????????????????????,5
79164,So ta dando erro. Ja faz uns dias que não conecta,1
58567,Amooooo,5
80164,Top. Muito massa,5
61222,Fico muito bom. E já estou vendo umas pessoas com whats transparente podia ter mais atualização mais rápidas vlw ai,5
69299,Nao presta. Da sempre falhaaa; Nossaa que porcaria,1
62538,Merda,1
78864,muito bom,5
66674,Satisfatorio. Trava muiro,3
51076,Gostei e bom ate d+. E bom,5
61438,Bom. Otimo,5
68456,Carlos Roberto. Bom demais,5
78381,Show,5
70741,Péssimo. Quando vc precisa NAO funciona,1
72036,A é bom mas pelo amor de Deus é muita burocracaia. Para poder usar;para vc comecar a usar tem que criar uma senha atraves do computador ou seja ñ tem computador fica dificil,3
52380,Bom. Bom,4
60704,Legal pra se comuunica,4
59360,Gistei,5
69446,Simplesmente não funciona;. Uma merdaaaa! Tempo perdido Afff,1
54947,Moto e. Adoroo ??????Muito bom.,5
68587,n gostei. MT exigências pró cadstro. MT frescura. Tem MT tempo q tento finalizar e n consigo; Deveriam facilitar mais.,1
70871,Erro na obtenção dos parâmetros. Erro em celular LG l80 qualquer HR q abre a conta n vai!,1
65942,Ótimo. Esse app é ótimo; vai ser difícil alguém não gostar kkk merece várias estrelas ?????????,5
70593,Não gostei. Não funciona em conjunto com o acesso pelo site. Testei hj 23/05/2015 e continua com a msm política. Se cadastrar no celular perde o Internet bank,1
70882,Q lixo,1
69149,Muito seguro adorei,5
64059,Ruim essa atualização trava toda hora !,2
77800,Não funciona!!!. Não está funcionando mais. Desinstalei e instalei e nada. De 0 a 10 dou nota 2!!!,1
71539,Funciona. No moto g funciona bem; a única coisa que não funciona é o leitor de código de barras,3
57853,Adorei muito foda ???????????,5
58194,Satisfeito. Ajuda a trabalhar!,3
50624,Ultima atualização esta uma merda. Não abre as fotos do instagram; trava o tempo todo e ocupa muita memória. Melhorem isso logo.,1
78086,JÁ ERA. Parou de funcionar e as novas versões não são compativeis com meu tablet Desistalando já,1
80736,Bom,4
72095,Não presta. Consertem esta porcaria!,1
55463,Amo. Super pratico,5
67445,Não gostei.. Acho desnecessário ter uma aplicação a mais para mensagens. Principalmente o fato de que a aplicação do Facebook estar cada vez maior e ocupando mais espaço nos celulares.,1
77048,Porcaria td tem que pedir autorizacao na agencia vou mudar de banco,1
64446,Desnecessário. Muito ruim ??,1
78257,Bom. Eu gastei mas é meio devagar mas funciona bem,4
59760,Muito bom. Exelente,5
69461,Merda. Nao prestaaaaa.,1
53204,Nao consigo abrir esse face. To detestando,1
78454,Muito bom. Esse app e bom,5
76539,Só falta dizer o saldo di cartão de crédito,4
64448,Muito bom. Bom mesmo,5
54681,Apavoraram na criação desse app. Muito massa; recomendo a qualquer ser humano que tenha um bom gosto!,5
60881,Massa. A melhor rede social da play store,5
67011,Daoraa en. O facebook agora é dependente do messenger ; para de graça o facebook deve abrir mensagens por ele e nao pelo messenger,5
51780,Legal. Zika,4
52236,Cada vez melhor. ????,5
78928,Bão,4
51875,Top,5
66657,Adorei,5
77283,Só abre nos primeiros dias e depois raramente e que se consegue. Não abre sempre quando precisa se,1
79701,MT bom !,5
72262,Vai facilitar as coisas. Não vai precisar de ir a uma agência,4
72511,muito bom e pratico,5
78393,Uma merda. Tem 15 dias que tento entrar e sempre da erro uma merda,1
72192,Uma Merda. Pior aplicativo que já vi tem que melhora muito mais muito mês no por que ao invés de ajudar so me fez perde tempo!,1
71261,Bom,4
58457,Adorei a última atualização,5
77843,Não deixa accesar a conta. Era muito bom; porém Faz mais de um mês que aparece a mensagem de erro.. (4859) arrumem por favor,1
63565,Prefeito,5
61712,Nao sei. + ou -,3
55150,Adoro.,5
66804,Gostei,4
66038,Horrível. Não gostei devia ser mais discreto qualquer um que mexer no celular ver as msg aff,1
58870,Top,5
70819,Ótimo,5
77648,Muito bom mesmo,5
61591,Ótimo. Ótimo,5
60850,Otimo,5
60322,É top mais eu formatei meu cel e n ta dando,5
62239,Show de bola aplicativo,5
67460,Horrível. Só instalei pq o facebook me obrigou #revoltada,1
50744,Eu gostei. É só isso que eu queria falar,5
51677,Trava todo hora,2
51113,Nova atualização péssima; não abre as fotos do instragan e corta as que são postadas com formatação.. Aff,1
80874,Adorei,5
76886,Nao funciona. Pede atualização mas não tem ;so da erro o tempo todo,1
63057,Ótimo. Muito legal,5
78474,Galaxy tab S 8;4. Fica pedindo pra baixar o aplicativo quando clico no aplicativo. Já desinstalei e instalei várias vezes. Sempre tive esse app e nunca tive problemas. De 09/06/15 começou essa frescura. Consertem isso.,1
67078,Muito Bom.. Muito bom,5
68505,Uma boost a,1
51784,Só tem um defeito; Muito pesado e lento às vezes trava demais.,3
50810,;. O app não aceita foto de capa de qualquer tamanho; só fotos largas. Não aceita foto pequena de perfil; só foto grande. É uma chatice; poderia aceitar qualquer tamanho. Não aceita caracteres de outras línguas para mudança de nome. Não aceita;,2
54679,Mt. Bom !,5
77428,Ruim. Cai a conexão toda hora;,1
58706,Bom. Legal,4
68566,Só fica fora de área. É um lixo,1
79367,Bradesco. Muito pratico,5
59541,Bom. É um aplicativo muito legal gostei;,5
50138,bom. bom eu gostei so acho que demora muito pra baixar e e muito pesado,4
80938,Otimo. Muito bom esse aplicativo.,5
77662,Bom,4
63540,Adoroooo,5
67209,Ótimo,5
68230,Ruim. Temho conta corrente e poupança e só acessa uma delas a outra não acessa de jeito nenhum.,2
58086,Ótimo,5
64875,Incrivel,5
52091,Ótimo!!. Pft ; Quuem diz que e ruim so pode ser o Celular por que ele e Exelente :* Muuito boom mesmo So de vez em quando trava mais fica boom rapidinho Pfct,5
50140,Meu tha perfeito celular d vcs q ñ prestha,5
63349,??????. Eu sou viciada nisso é muito bom,5
63024,Bom. Depois que esse aplicativo surgiu tudo ficou mais difícil; Não falamos mais com as pessoas pessoalmente só por meio dele,4
59980,Perfeito,5
78356,Muita praticidade. Gostei muito,5
69025,Odiei.lixo. Nao abre nk.so.da erro nos parametros aff.b***a,1
51446,Tudo muito bom,5
72116,Não abre; Aparece sempre está mensagem: :Ocorreu um erro na obtenção dos parâmetro,1
63875,Muito bommmmmmmmmm. Muito bom to baixando no Iphone 5s,5
63887,Adorei,5
53981,Odiei!!. Bosta agr tem q ter o menssenger,1
58837,MT legal,5
63261,Bom. Devia ter a opção de mudar de cor,4
61163,Muito bom,5
58780,uma das melhores redes sociais pra mim,5
57500,Ótimo. Pensa nun trem bom.,5
56479,O melhor.,5
80067,Funciona. Para o básico funciona muito bem. Volta e meia o serviço cai; mas geralmente funciona.,3
66540,Ruim. Só pq é obrigatório,2
53183,Cada dia pior; A última atualização parou tudo; não abre nem a poder de macumba. Palhaçada??,1
69761,Uma porcaria mesmo,1
76586,Muito bom,5
59204,Perfeito ?? só falta colocar chama de vídeo ??,5
78324,Sem acesso. Não funciona,1
59678,Muito bom. Adorei esse aplicadivo eo melhor do mundo,5
50541,Ótimo. Muito legal,5
55650,Ótimo. Não vivo sem postar,5
67283,Muito bom,5
56906,Sou apaixonado pelo Instagram.,5
52901,A aplicaçao para android esta a dar muitos problemas e nao funciona como as outras,2
72368,Muito bom cara muito bom!,5
57197,Foda mais tem um problema;. Muito melhor do que a versão anterior mais não quer postar vídeos todas as vezes que quero postar um vídeo carrega e não quer postar,4
79874,Ótimo funciona até sem internet,5
68154,Vale nada. Péssimo!!! Fiz o cadastro do usuário no internet banking e a senha; mas quando dígito a senha no aplicativo aparece: Você não tem conta cadastrada neste segmento. E sem falar no tal do parâmetro; Aff detestei!! Perca de tempo total ??,1
67028,Otimo. Muitobom mesmo,5
68658,Bom. Bom,4
69604,Não funciona. Dá erro em tudo q tento acessar,1
71348,Nem prestar,1
60876,Muito bom,5
59422,Bom de mais,5
58685,Gostei. Nova versão adorei,5
59423,muito bom. melhor app para comunicacao;melhor que facebook,5
53640,Nem gosto prefiro ver a minha novela os dez mandamentos. E muito boa VC tem que ver o que a yunit matou o seti eu eu to doida pra saber o que nervertari vai fazer,2
51993,Muito bom ??????,5
55782,Otimo,5
71631,Uma merda não presta;,1
59830,OoootiiiiMoooo. Muiiito Booom; Ameiiii; Viiiciiio Totall; ?,5
71865,nao esta funcionando. tentei entra so que nao vai; nao sei qual é o erro..la pedi usuário; sim o usuário nao sou eu.. ou é outra coisa q eu nao sei; pode me responder??,1
63426,Amo sms o abate ^^,5
61023,Poderíamos não ouvir nossa própria Voz durante as ligações ne;,2
68591,Ta um lixo;. Ele baixa mais quando é pra entra nas opçoes fika tudo branko q lixo;.,1
61894,Mt bom,5
80565,Muito bom para facilitar as nossas contas.,5
57431,Bom. Porque compartilha em várias redes sociais,4
72133,Nao darei nota pior porque nao existe. Uma porcaria mais lento do que as proprias agências da caixa,1
59248,Top da galáxia. Muito bom; mais precisa de visual novo. Sobre os de mais; estão suave.,5
77458,Propaganda enganosa. mó mentira; na tv fala que para ter o acesso a conta; que 'é tudo de graça sem gastar seus créditos'; mentira; se vc não tive acesso a Internet (crédito p navegar) vc n consegue ver nada!,1
66275,So o facebook. só o facebook tava bom para q isso cria outro aplicativo de conversa:-[,2
55971,Maravilhoso!!,5
52784,Ótimo. Moto g1 5.2 ; O facebook esta corespondendo muito bem com o meu celular,5
61544,Muitíssimo bom!. Objetivo; rápido e econômico.,5
64347,Pessimo. Deixou meu celular lento demais!,1
55119,Muito bom. O aplicativo e bom,5
78050,Muito bom e muito prático!!,5
80459,Adorei muito bom. Obrigado bradesco,5
66151,; Atualizacoes desnecessarias quase que diarias. Ruim demais isso,1
50396,Muito ruim. Depois de um tempo fica muito ruim,1
59890,APP muito bom e viciante d+++++,5
61883,perfeito,5
67151,Oo. E uma merda,1
68921,Muito bom;,5
51773,Muito bom. Ótimo,5
61486,Designer. Meu designer não mudou ????,3
78349,Bom. Legal ??,4
67747,Bom d+,5
77240,Parou de funcionar,1
72237,Uma bosta. Muito ruim não baixem,1
78988,Bom muito util,4
77205,Terrível. Sem palavras;Só terrível. Já reclamei no meu banco; no fone fácil; mas continua não funcionado; e o Bradesco passa comercial na TV como se o aplicativo fosse o melhor.,1
79769,Muito bom. Otimo,5
71911,Adoroooo,5
79315,Não funciona. Simplesmente não consigo baixar. Constantemente dá erro.,1
53530,bom. bom,4
69370,Nem da pra ver a conta uma bosta!!!,1
67565,Uma carniça. Não baixem !! Porcaria,1
61669,Ameeeiiii. Mudo minha vida ??????,5
63784,É bom. Perfeito pra quem gosta de conversar muito dou as 5 estrelas,5
50964,Bom bom,4
50602,Legal!!!!. Eu amo o FACEBOOK,5
55878,Show. Gostei muito!!!!,5
68743,Não funciona nada;uma merda.,1
68087,Só foi uma estrela pq não tem como dar menos. Muito ruim,1
61384,Simples. Rápido. Dinâmico.. Tudo o que preciso e você irá precisar; áudio; vídeo; foto; sms; ligações;um mundo na sua mão. Excelente! Parabéns.,5
61995,Adorei,5
51760,Bruna. bom,4
63629,Ótimo,5
60112,É muito bom,5
80524,Porra ta foda site pra acessa meu que raivs,1
58104,Bom. MUITO BOM,5
68077,O pior!. Cadê o cadastro de usuários?,1
65828,Muito ruim fica só desconectando. Ruim,1
66663,Bom. Adorei,5
54456,E muito ruim. Alem de ser pesado????????,1
65576,Adorei. Gostei de mais !!!,5
60789,É ótimo; mas;.. O whatsapp é muito bom; mas eu odeio o modo chamada; quando alguém não me liga sem querer; eu acabo ligando sem querer pra alguém; essa porcaria podia ter pelo menos uma contagem antes de fazer a ligacão.,4
59849,Gostei. Muito bom fazemos ligaçao gratis; SMS e Comunicaçao com pouco gastos,5
64908,Bom,4
68263,Muito ruim. Não consigo acessar minha conta; e não tem uma boa variedade de opções para o cliente; quando se depara com um problema o APP não da uma opção de ajuda ou suporte. Muito ruim.,1
55422,Excelente. Muito bom recomendo nao vivo sem meu insta 24hs sempre,5
65506,Uma bosta. Tem que instalar se não nao da pra mandar msg no Facebook,1
76736,Recomendo. Resolve tudo que preciso.,5
62007,Adorei. Atualizei e melhorou bastante :-),5
79120,Mais Comodidade. Só basta solicitar a liberação de serviços pelo fone fácil; e voilà! Uma agência no seu portable.,4
61857,Pft. Ele é muito bom so q minhas amigas ta com whats transparente e o meu nao ta,4
78078,Esta unha merda nas utimas semana;,1
63892,Fodastic io. È otimo super foda,5
54535,Ótimo,5
78892,Ta bom!. Funcionando direitinho,4
67462,Bosta so baixei pq fica pedindo o facebook,1
71272,muito bom,5
64260,Legal. Muito legal mesmo,5
78930,HORRIVEL. Tirem essa porcaria.. Já que não funciona.. Tempo é dinheiro..,1
61009,De Mais. Quem ñ gosta do whats é doidoooooo ??,5
71678,Muito Bom!. Você tem que ir no seu banco da Caixa criar uma senha eletronica para que o aplicativo funcione; você tambem precisa de um computador pra validar o seu telefone mais depois de fazer isso tudo é muito bom sim da pra pagar suas contas todas ;,5
66545,uma mizera. so ocupa espaco e ainda e obrigatorio essa mizera,1
65086,Não gostei muito. Toda hora tem que ficar atualizando,3
58294,Só alegria. Humilhando;,5
54106,Ainda com alguns problemas de travamento! =/,2
56812,O melhor de todos. Amo postar ftos lá; ganhar seguidores; Mas tem uns babacas q usa hacker,5
68625,Sem acesso a conta!. Um absurdo! Vc não consegue acessar o internet banking pelo celular; Quanto tenta; te obrigam a instalar essa porcaria! Vc não tem outra opção a não ser instalar e advinha: essa bosta não funciona e vc não consegue ter acess;,1
63896,Amei. Amei esse app,5
67096,É um bom apps,4
56916,Muito útil ??????,5
53319,Ficou pfft. Ele era ruim mas depois da ultima atualização Ele ficou pfft,5
66717,mais ou menos. Ele é bom :v Mais ruim é que trava de mais e é Obrigado a baixar :(,3
57935,E legal,4
67428,Uma bosta. Sou obrigada a ter uma coisa que não gosto e alem disso ele fica parando,1
59974,Bom. Nao mudou nada dpos da atualização!,3
66370,Boa. Eu recomendo baixa,4
67086,N gosto. O face que obrigou a baixar!,2
66454,Isso e uma merda. Isso e uma merda,1
65312,E o melhor app. Adorei e meu para td dia qualquet hora,5
67021,ADOREIII?. Super fácil de usar; pratico e rápido.,5
77659,Ruim. Nao funciona mais,1
66970,Muito bom!!!,5
58690,Adoro,5
79220,Precisa melhorar pq diz que vc acessa sem internet; em partes é verdade; mas na hora de entrar na conta aparece a mensagem que vc precisa estar conectado a internet para acessar sua conta.Corrijam isso.,2
69246,Péssimo,1
66291,MUITO BOM DÁ PRA FAZER CHAMADAS. NO MEU TABLET SAMSUNG GALAXY TAB S,5
68257,Uma porcaria!,1
64777,Gostei. Namorei muuuuuito,5
55651,Muito bom,5
53978,Gostei. Baixen,4
68384,Já foi melhor!. De um tempo pra cá não consigo mais acessar a segunda conta e antes conseguia facilmente!,2
51623,Trava muito. Arrumem isso ; eu estou no meu face e do nada ele sai da pagina sozinho ..,2
62952,Ótimo. Adorei amei,5
77359,Tá dando erro,2
54976,Legal. Mt bom pra postas fotos malucas; e nunca trava nem tem anuncios,5
63075,Ótimo; forma de comunicação muito eficiente.. Porém;as ligações são péssimas; atrasam a voz e dão eco;,4
53572,Bom. Não a nada melhor,5
80468,Nota mil. Exelente,5
68115,Não baixem.. É perda de tempo.,1
50698,Ocupa muita memória. Péssimo,1
68097,Muito boom;,5
51867,Nossa;. Mt bom PORRA;,5
64987,E foda agente se obrigado a baixa essa posta pra tc no facebook,2
63651,????. Só baixeei pq é obrigadoo! Nãoo é boom! ??,2
77469,Parou de funcionar após atualização,1
69836,Lixo lixo lixo. Porra não baixem porcaria no meu prime não funciona,1
58259,Amooooo.. Viciante o Insta;,5
58958,Adorei super útil. Amei,5
79801,Muito bom; exelente,5
66471,Affs. Muito ridículo o Facebook obrigar a baixo esse App é horrivel nmrl Slc.,1
52208,Bom. Adorei e muinto bom para postar as coisas,5
60159,Bom. Muito bom,5
62921,Muito legal,5
56380,Adoro!. Gosto muito de compartilhar fotos,5
79961,Esta horrivel. Sempre que tento visualizar o meu extrato mandam eu entrar novamente.,1
57611,Muito bom,5
68721,Muitos problemas. Ao acessar contas.. da erros na obtenção parâmetros e nao abre. Praticamente diariamente isso!,2
51572,è muito bom deve ser seus telefone,5
72205,FALHA NO APLICATIVO. Não faz login; apresenta mensagem de erro de parâmetros,1
54283,Toda vez o facebook para; sempre da problema,2
55202,Ótimo. Recomendo,5
71908,Muito bom,5
77314,Bom me ajuda bastante,4
63287,Acaba com a sua vida ??. Horrível,1
78328,Ruim.. Péssima qualidade e acessibilidade!,2
64821,O uso é obrigatorio,2
55356,Ótimo,5
61419,Ficará perfeito com vídeo chamadas!. Alô administradores! Quando vocês irão habilitar as chamadas com vídeo? Será perfeito e vocês conquistarão a outra parcela de usuários que preferem as vídeo chamadas!,4
57268,Amei. Muito bom,5
64164,Odieiii poha pra nn prestar;krlh a merda n da nem pra baixar pqp-_- -'-,1
57492,Adoro. Simples e eficaz,5
67551,trava no meu celular,2
57682,Muito bom nao trava;uso bem,5
53050,Problemas no feed de melhores amigos. Com a nova atualização o feed dos melhores amigos ficou como uma lista comum. Não mostra o que as pessoas curtiram ou comentaram; apenas o q compartilharam. Não gostei.,2
51251,Ta muito ruim,1
51987,Affs. Verdadeiro lixo q o dono do face book conpro whatssap e vai estragar tamem,1
80099,Não vou dar zero po;. Não vou far zero estrela porque não tem; sempre usei mas a uns 4 meses meu filho apagou tidas as certificações do meu smart phone e aí liguei para o bradesco e eles até hj não resolveram nada; 5 meses; lixo,1
78967,Parabéns pela atualização!!. Graças a Deus estar abrindo!!! Facilitou bastante minha vida.,5
60696,Amei. ???????????????????? xonei no app e muito legal????????????????????,5
66059,Vale apenas baixar muito bom??,5
71729,Allyne santos. Uma merda um lixo,1
67240,Legal. Bem loco impolgante,5
52252,Joao vitor oliveira. O melhor app de todos !! ??????,5
54999,se puder melhorar mas agradeço travando muito viu olha que o meu celular é iphone 6,3
72430,Incrivel. Agora ficou mais fácil de emitir a minha 2o via de boleto.Parabéns caixa!,5
68734,caixa. gostei,4
63288,Um dos melhores app ??. Super recomendo converso com minhas amigas que moram lá nos EUA e boa e ele ñ trava,5
58677,Melhorem mas por favor,3
53221,Bom. Bom mais pesa muito,4
59967,Muito bom,5
61251,Ótimo. Ótimo App.já faz parte da minha vida cotidiana. Recomendo.,5
55654,Perfeito,5
67174,N gostei. Ele trava e fecha do nd e depois n abre mais ja tentei de tudo ? uma merda !!!,2
77601,Só da erro,2
65734,Mais ou menos. Da uns bugs,3
80127,Ótima. Muito obrigado bradesco,5
66873,Top. Amei,5
68674,Um lixo ??. Quando funciona demora muito para abrir; é bem mais rapido mexer no site da caixa pelo navegador.,1
65357,É muito bom; mas o ruim é que fica o tempo todo atualizando coisas desnecessárias!????(???;),4
80777,Show. Valeu atende minhas necessidades,5
61235,Mto bom,5
53543,Bom. Uso quando precise,4
55365,muiiiiitoo bbbbbbooooommmm,5
61390,Muito bom. Valeu,5
79802,Funciona legal no meu aparelho,4
65775,Muito bom!,5
55882,Muito legal vcs não vão se arrepender,5
78064,Não funciona mais. Pede para atualizar mas eu desinstalei e instalei novamente e continua sem funcionar.,1
79932,Muito bom ! Adorei,5
55607,Um babado Kkkk. Uhhhhhuh nossa tá arrasando Kkkk,5
61259,Gosto;. Gosto muuuito ; muito bom p matar um pouco da saudade de pessoas que estão longe;.????,5
51656,Horrível. Essa merda nao abre ??????,1
71253,Pessimo. So funciona se vc acessar a conta no computador e pegar uma senha que dura 6 horas ; porra se eu acessar o computador vejo la mesmo minha conta pra serve essa merda de aplicativo ; quero acessar a qualquer hora sem essa frescura; o aplicativo do;,1
68549,Bom,4
71636,Perfeito. Supre todas as necessidades.. Rápido e prático; economiza muito tempo; evoluiu muito no acesso e funcionalidades; 5 estrelas sem dúvida.,5
52093,Tá uma bosta e.e. Era um bom app; mas em algumas atualizações ficou uma droga. As fotos abrem sem resolução alguma.. e os vídeos automáticos travam alguns celulares; detalhe supérfluo.,1
63112,Depois da ultima atualização meu audio n pega mais me ajudem,2
55178,AMOOOOOO MUITOOO,5
52645,É ótimo!. Mas sempre pode melhorar; pudia ter a função de fazer downloads para os videos.,4
77938,Otimo serviço; Rapido.sempre uso . Parabéns,5
57241,?•?•. mt bom..,5
66630,Gostei muitos bom. Uso no meu moto g,5
59478,Não atualizou o Desing ????. ??q chato,2
56563,Ameiih; Nunca mais vivo sem;,5
58242,Top das galaxias. Melhor que Nutella e toddy juntos,5
59842,Amei. Amei,5
68876,Que droga. Pra que ter disponível para baixar esse aplicativo se essa porcaria não funciona,1
71508,Meia boka essa merda. Palhaçada,2
77063,Não funciona;e vcs não fazem nada pra melhorar. Negativa,2
57206,Erro ao carregar vídeo. Sempre da erro ao carregar video no moto x,2
58023,Muito bom,5
52384,Muito loco. Kkkkk,5
50584,Insatisfeita!. Trava o tempo todo.,2
64165,Bom. Ate que e bom,4
71084,E uma bosta,1
80208,Bom. É bom; só não é melhor porquê não mostra o saldo disponível no cartão de credito,4
57330,Ameii??????. Muito bom,5
65430,Muito boom. Adorei,5
78566,Só da erro agora. Nao consigo acessar mais.,1
67905,Odiei!!! ocupa espaço no armazenamento pq não manda nem recebe mensagem sem essa bosta ????,1
67925,Bom. Bom,4
57080,Muito top,5
51988,Galaxy S4 Mini Duos I9192. Muito bom,5
53372,Bom,4
56501,Show. Bem legal os efeitos;,5
54351,Muitooo booom. Muito melhor do q entrar pelo google só 1000 por cento,5
66596,:D. Bonzinho!!,4
64678,Totalmente desnecessário trava muito somos obrigados à baixa,1
63332,Amo. Consigo conversa com a minha tia de andira..,5
76587,Conta fácil. Por enquanto bom,4
64291,Muito espaço para pouca funcionalidade. Além do Facebook já ocupar mais de 100 megas só de dados fora o tamanho do aplicativo ainda tem que ter esse mensager que ocupa quase o mesmo tanto de espaço apenas para enviar msgs,2
79742,Muito bom,5
58913,Melhor. Recomendo,5
63796,Adorei. Bom d + pro meu moto g 2,5
65821,Muito bom,5
59828,Biraveiculos. Muito bom app adorei vou ate cancelar meu nextel,5
69894,Não funciona. Diz que o usuário não está cadastrado; sendo que quando cadastrei utilozei a conta normalmente. Tanto no app no cel; quanto no computador. É uma porcaria. Kd alguém pra nos dar uma satisfação??,1
72161,Ótimo,5
56064, Gostei' !!!. ' Familia.' !!!,5
52626,Bon. Bom au feceboko,4
64708,Brutal. Melhor aplicativo de mensagens,5
55225,Gosto;mas n uso muito!,4
78970,Otimo tudo em um so aplicativo um banco em suas mãos.,5
55233,Bom. Fácil de usar,4
57663,S3 Slim. Não consigo postar vídeos :( :/,2
68131,Otimo,5
50771,Melhor. Em rede social,5
62247,Ana. Odiei,1
